Order ID,Customer ID,Restaurant Name,Food Category,Item Name,Quantity,Price,Order Date & Time,Delivery Time (min),City,Customer Rating,Delivery Partner
O04761,C1021,Quick Meal,Indian,Paneer Tikka,4,5.29,2025-01-17 05:40:07,26.84,Ajman,3.7,Deliveroo
O04762,C1424,Flavor Town,Pizza,Veggie,3,8.36,2025-05-23 10:21:46,21.17,Abu Dhabi,4.3,Deliveroo
O04763,C0932,Flavor Town,Pizza,Pepperoni,5,19.97,2025-05-30 07:43:01,59.37,Abu Dhabi,4.4,Uber Eats
O04764,C1362,Tasty Bites,Sushi,Spicy Tuna,3,29.43,2025-03-28 04:04:26,39.71,Sharjah,4.8,Uber Eats
O04765,C1036,Flavor Town,Pizza,Pepperoni,3,29.3,2025-06-26 04:28:09,43.84,Dubai,4.0,Careem NOW
O04766,C1364,Gourmet Express,Burgers,Beef Burger,2,40.87,2025-01-05 10:55:35,82.64,Sharjah,3.3,Uber Eats
O04767,C0866,Tasty Bites,Sushi,Veg Roll,2,47.66,2025-05-23 16:42:36,49.98,Sharjah,3.3,Careem NOW
O04768,C1141,Flavor Town,Burgers,Veggie Burger,4,46.36,2025-05-12 16:43:11,42.92,Abu Dhabi,2.6,Zomato
O04769,C0990,Flavor Town,Pizza,Pepperoni,5,35.05,2025-03-09 06:37:42,30.76,Al Ain,4.3,Uber Eats
O04770,C1899,Foodies Hub,Desserts,Ice Cream,1,43.25,2025-01-18 04:39:58,60.19,Dubai,3.4,Careem NOW
O04771,C0258,Foodies Hub,Indian,Dal Makhani,2,45.98,2025-06-08 10:02:11,62.87,Dubai,2.7,Careem NOW
O04772,C0424,Flavor Town,Burgers,Cheese Burger,2,30.91,2025-02-22 01:54:45,33.94,Abu Dhabi,5.0,Zomato
O04773,C0555,Gourmet Express,Sushi,Salmon Nigiri,1,5.41,2025-01-21 12:06:09,76.0,Al Ain,4.9,Talabat
O04774,C1900,Flavor Town,Chinese,Kung Pao Chicken,2,11.62,2025-04-13 23:57:55,67.58,Al Ain,4.4,Talabat
O04775,C0953,Quick Meal,Sushi,Spicy Tuna,2,25.56,2025-04-27 19:55:46,56.81,Dubai,2.9,Talabat
O04776,C1072,Gourmet Express,Chinese,Chow Mein,1,31.86,2025-02-11 20:38:03,63.16,Al Ain,4.1,Deliveroo
O04777,C0997,Tasty Bites,Indian,Dal Makhani,3,22.42,2025-05-05 21:15:14,48.73,Sharjah,4.5,Uber Eats
O04778,C0737,Foodies Hub,Sushi,California Roll,1,10.21,2025-06-28 05:27:32,32.43,Al Ain,3.3,Zomato
O04779,C1082,Flavor Town,Indian,Paneer Tikka,3,10.63,2025-04-22 00:03:33,50.59,Abu Dhabi,3.2,Talabat
O04780,C1929,Foodies Hub,Indian,Dal Makhani,5,45.78,2025-01-21 06:56:41,87.33,Ajman,4.3,Uber Eats
O04781,C1273,Flavor Town,Sushi,Salmon Nigiri,3,37.72,2025-02-02 04:33:03,31.27,Al Ain,3.8,Careem NOW
O04782,C1247,Foodies Hub,Burgers,Veggie Burger,1,46.03,2025-06-20 07:43:07,61.72,Sharjah,4.8,Talabat
O04783,C0209,Foodies Hub,Chinese,Spring Rolls,3,31.31,2025-04-23 03:22:55,49.26,Sharjah,4.0,Zomato
O04784,C0928,Gourmet Express,Sushi,Veg Roll,5,45.96,2025-03-12 03:38:43,28.06,Al Ain,3.1,Talabat
O04785,C0182,Foodies Hub,Desserts,Ice Cream,2,28.98,2025-03-22 06:48:56,74.04,Abu Dhabi,4.0,Careem NOW
O04786,C1060,Foodies Hub,Chinese,Chow Mein,1,37.86,2025-04-07 16:42:37,83.47,Abu Dhabi,4.0,Uber Eats
O04787,C1573,Quick Meal,Desserts,Brownie,2,8.87,2025-06-18 13:46:23,53.72,Ajman,3.6,Talabat
O04788,C1421,Gourmet Express,Chinese,Kung Pao Chicken,5,35.53,2025-04-11 14:32:34,83.86,Abu Dhabi,3.1,Careem NOW
O04789,C0063,Tasty Bites,Pizza,Veggie,1,17.82,2025-07-02 20:13:50,29.12,Sharjah,3.3,Careem NOW
O04790,C0715,Gourmet Express,Desserts,Brownie,5,13.12,2025-04-12 19:57:59,57.32,Abu Dhabi,4.6,Deliveroo
O04791,C0783,Flavor Town,Pizza,Margherita,4,29.88,2025-03-22 16:21:15,53.48,Ajman,4.9,Deliveroo
O04792,C1457,Flavor Town,Sushi,California Roll,5,42.32,2025-01-09 17:38:14,86.24,Al Ain,3.1,Zomato
O04793,C1356,Foodies Hub,Indian,Paneer Tikka,2,24.32,2025-03-05 14:48:51,22.37,Dubai,4.9,Careem NOW
O04794,C0875,Tasty Bites,Pizza,Pepperoni,2,34.72,2025-04-04 01:38:31,37.73,Sharjah,4.4,Uber Eats
O04795,C1825,Flavor Town,Desserts,Brownie,2,18.41,2025-03-29 14:05:09,31.4,Al Ain,4.6,Zomato
O04796,C1739,Foodies Hub,Chinese,Kung Pao Chicken,3,48.19,2025-03-13 14:18:16,21.85,Dubai,3.3,Deliveroo
O04797,C1147,Foodies Hub,Indian,Butter Chicken,4,31.43,2025-04-11 14:10:09,21.71,Al Ain,2.8,Careem NOW
O04798,C0401,Gourmet Express,Desserts,Chocolate Cake,1,41.44,2025-01-26 00:33:39,76.22,Dubai,4.9,Talabat
O04799,C1550,Flavor Town,Indian,Dal Makhani,2,21.13,2025-06-03 15:32:09,18.8,Al Ain,4.7,Zomato
O04800,C1163,Gourmet Express,Chinese,Spring Rolls,5,29.42,2025-06-08 17:58:21,64.39,Sharjah,3.5,Zomato
O04801,C1913,Gourmet Express,Pizza,BBQ Chicken,2,23.63,2025-01-25 19:36:06,76.06,Al Ain,4.2,Uber Eats
O04802,C0666,Flavor Town,Pizza,Veggie,4,15.39,2025-04-02 12:06:31,45.52,Ajman,4.8,Careem NOW
O04803,C0155,Foodies Hub,Chinese,Sweet and Sour,3,9.59,2025-04-21 06:54:43,15.99,Sharjah,4.7,Deliveroo
O04804,C1276,Flavor Town,Sushi,Veg Roll,2,5.75,2025-03-13 15:19:19,49.86,Abu Dhabi,4.6,Careem NOW
O04805,C1607,Foodies Hub,Pizza,BBQ Chicken,1,37.37,2025-05-26 23:33:34,35.36,Ajman,5.0,Zomato
O04806,C1551,Quick Meal,Indian,Biryani,1,46.36,2025-04-04 17:12:58,27.99,Dubai,3.6,Zomato
O04807,C0139,Foodies Hub,Pizza,BBQ Chicken,1,27.02,2025-05-02 03:17:26,81.6,Sharjah,4.4,Deliveroo
O04808,C1204,Flavor Town,Sushi,Salmon Nigiri,3,24.77,2025-04-14 02:54:17,79.9,Sharjah,3.7,Uber Eats
O04809,C1643,Tasty Bites,Sushi,California Roll,2,10.97,2025-05-06 16:32:09,72.62,Ajman,2.9,Uber Eats
O04810,C1455,Quick Meal,Burgers,Chicken Burger,4,11.28,2025-04-17 16:27:57,37.98,Dubai,4.3,Zomato
O04811,C0373,Tasty Bites,Desserts,Ice Cream,5,11.28,2025-05-23 22:16:50,83.11,Abu Dhabi,4.8,Careem NOW
O04812,C1189,Quick Meal,Pizza,BBQ Chicken,2,18.71,2025-03-27 02:11:06,26.2,Ajman,4.0,Talabat
O04813,C1209,Foodies Hub,Burgers,Veggie Burger,3,26.92,2025-05-08 09:19:56,72.64,Ajman,3.7,Zomato
O04814,C1924,Gourmet Express,Indian,Paneer Tikka,2,28.49,2025-06-28 10:54:27,58.21,Sharjah,4.2,Careem NOW
O04815,C0162,Foodies Hub,Burgers,Veggie Burger,5,41.63,2025-05-24 14:15:41,38.18,Sharjah,4.5,Deliveroo
O04816,C0641,Flavor Town,Desserts,Cheesecake,1,44.75,2025-02-27 22:44:27,83.26,Ajman,3.5,Careem NOW
O04817,C1430,Gourmet Express,Sushi,Spicy Tuna,4,16.97,2025-03-06 23:19:25,55.49,Sharjah,4.4,Zomato
O04818,C0899,Foodies Hub,Sushi,California Roll,1,7.85,2025-03-23 08:17:19,46.81,Al Ain,2.7,Uber Eats
O04819,C1377,Foodies Hub,Chinese,Sweet and Sour,1,42.2,2025-04-19 02:16:47,69.71,Al Ain,3.7,Deliveroo
O04820,C1026,Gourmet Express,Chinese,Chow Mein,3,10.89,2025-06-21 21:13:24,69.31,Abu Dhabi,4.6,Talabat
O04821,C0162,Tasty Bites,Pizza,Margherita,4,37.47,2025-02-14 19:30:40,77.55,Ajman,2.8,Uber Eats
O04822,C0609,Gourmet Express,Burgers,Cheese Burger,5,9.16,2025-01-20 14:38:20,59.87,Sharjah,4.5,Deliveroo
O04823,C1128,Quick Meal,Sushi,California Roll,4,10.67,2025-04-22 00:46:57,54.4,Ajman,2.6,Talabat
O04824,C0167,Flavor Town,Pizza,Margherita,4,46.15,2025-04-25 03:13:14,50.81,Dubai,4.3,Talabat
O04825,C0947,Flavor Town,Desserts,Brownie,5,37.02,2025-05-18 11:52:02,59.29,Sharjah,5.0,Deliveroo
O04826,C0576,Quick Meal,Indian,Dal Makhani,5,39.61,2025-06-26 11:08:43,38.62,Abu Dhabi,2.7,Uber Eats
O04827,C1620,Tasty Bites,Sushi,California Roll,5,24.57,2025-06-07 03:40:09,78.42,Abu Dhabi,4.1,Uber Eats
O04828,C1434,Gourmet Express,Sushi,California Roll,2,48.09,2025-06-14 16:52:18,47.73,Ajman,2.6,Talabat
O04829,C1857,Tasty Bites,Pizza,BBQ Chicken,4,10.54,2025-04-07 07:11:53,65.32,Dubai,3.6,Deliveroo
O04830,C0666,Gourmet Express,Chinese,Spring Rolls,1,24.9,2025-03-03 04:36:41,46.32,Al Ain,2.9,Zomato
O04831,C1218,Flavor Town,Pizza,BBQ Chicken,2,31.09,2025-02-27 11:49:33,41.1,Ajman,3.8,Careem NOW
O04832,C0323,Flavor Town,Indian,Butter Chicken,2,29.44,2025-02-15 14:45:11,83.33,Abu Dhabi,4.6,Careem NOW
O04833,C0843,Foodies Hub,Desserts,Chocolate Cake,5,12.17,2025-06-13 04:22:53,15.89,Abu Dhabi,4.1,Careem NOW
O04834,C0824,Gourmet Express,Desserts,Chocolate Cake,5,25.72,2025-05-26 20:03:13,80.8,Sharjah,3.8,Uber Eats
O04835,C1493,Quick Meal,Desserts,Chocolate Cake,4,42.7,2025-03-17 00:51:49,82.91,Dubai,4.7,Uber Eats
O04836,C0290,Flavor Town,Indian,Dal Makhani,2,41.2,2025-03-17 13:31:22,63.22,Ajman,3.6,Talabat
O04837,C0621,Flavor Town,Chinese,Kung Pao Chicken,2,14.27,2025-03-18 23:42:48,75.63,Dubai,4.5,Talabat
O04838,C0901,Gourmet Express,Chinese,Chow Mein,4,8.54,2025-04-20 18:06:46,86.91,Abu Dhabi,4.5,Careem NOW
O04839,C0147,Gourmet Express,Pizza,Veggie,5,23.96,2025-07-01 18:35:24,50.74,Ajman,3.2,Deliveroo
O04840,C1455,Quick Meal,Pizza,Veggie,1,5.27,2025-04-08 11:27:36,62.48,Dubai,4.7,Uber Eats
O04841,C0934,Flavor Town,Indian,Dal Makhani,1,33.48,2025-01-01 10:10:50,55.19,Sharjah,2.9,Talabat
O04842,C1051,Flavor Town,Sushi,Spicy Tuna,3,7.89,2025-05-06 09:13:09,52.49,Sharjah,3.7,Talabat
O04843,C0210,Foodies Hub,Indian,Biryani,4,38.81,2025-04-19 13:34:12,52.97,Sharjah,3.9,Uber Eats
O04844,C0585,Quick Meal,Pizza,Pepperoni,4,46.78,2025-02-27 18:03:46,87.99,Dubai,4.8,Deliveroo
O04845,C1254,Gourmet Express,Sushi,Spicy Tuna,4,47.89,2025-07-03 17:26:14,56.95,Dubai,3.2,Careem NOW
O04846,C1467,Foodies Hub,Sushi,California Roll,5,18.93,2025-02-26 08:17:17,32.76,Abu Dhabi,3.8,Careem NOW
O04847,C1738,Gourmet Express,Chinese,Kung Pao Chicken,4,49.41,2025-01-29 06:23:33,30.17,Sharjah,2.7,Deliveroo
O04848,C1133,Flavor Town,Indian,Paneer Tikka,5,39.83,2025-06-22 21:16:41,49.65,Sharjah,2.7,Zomato
O04849,C1006,Foodies Hub,Sushi,California Roll,2,48.37,2025-06-22 02:47:19,71.94,Ajman,3.4,Uber Eats
O04850,C1627,Quick Meal,Chinese,Kung Pao Chicken,4,11.23,2025-02-08 06:28:59,20.21,Sharjah,4.9,Careem NOW
O04851,C0610,Gourmet Express,Desserts,Ice Cream,1,48.7,2025-02-04 06:12:06,27.55,Ajman,4.2,Careem NOW
O04852,C1234,Tasty Bites,Pizza,BBQ Chicken,1,15.55,2025-05-02 08:11:14,34.06,Abu Dhabi,3.6,Zomato
O04853,C1021,Foodies Hub,Pizza,Veggie,2,12.89,2025-06-05 13:18:02,21.33,Dubai,4.6,Zomato
O04854,C1570,Quick Meal,Burgers,Cheese Burger,4,6.98,2025-06-19 07:09:39,35.36,Dubai,4.9,Talabat
O04855,C0582,Foodies Hub,Desserts,Brownie,4,36.96,2025-05-13 03:53:58,83.43,Sharjah,2.5,Uber Eats
O04856,C1368,Gourmet Express,Desserts,Ice Cream,2,23.72,2025-04-17 08:41:58,82.68,Abu Dhabi,2.6,Careem NOW
O04857,C0974,Flavor Town,Pizza,Margherita,2,10.53,2025-04-01 05:17:58,69.79,Ajman,4.0,Careem NOW
O04858,C1514,Quick Meal,Indian,Butter Chicken,4,33.17,2025-02-12 03:06:19,47.43,Dubai,3.4,Careem NOW
O04859,C0926,Flavor Town,Burgers,Cheese Burger,2,18.11,2025-02-18 04:03:26,39.96,Al Ain,4.5,Talabat
O04860,C0660,Flavor Town,Sushi,Veg Roll,5,34.97,2025-03-01 04:57:04,62.39,Dubai,4.6,Talabat
O04861,C1894,Quick Meal,Sushi,Spicy Tuna,4,39.51,2025-02-23 09:52:31,27.53,Ajman,3.3,Zomato
O04862,C0559,Flavor Town,Sushi,California Roll,5,24.3,2025-04-02 06:12:33,40.9,Sharjah,3.1,Talabat
O04863,C0252,Foodies Hub,Sushi,Veg Roll,5,27.61,2025-04-25 01:09:50,73.76,Abu Dhabi,4.2,Deliveroo
O04864,C1039,Gourmet Express,Pizza,Margherita,3,33.98,2025-03-24 07:21:54,65.96,Abu Dhabi,4.6,Talabat
O04865,C0531,Foodies Hub,Burgers,Beef Burger,2,39.4,2025-04-25 21:47:09,38.46,Dubai,5.0,Careem NOW
O04866,C0163,Tasty Bites,Sushi,Veg Roll,3,14.2,2025-01-27 21:29:36,26.58,Abu Dhabi,4.3,Deliveroo
O04867,C0970,Foodies Hub,Desserts,Chocolate Cake,2,22.94,2025-03-24 23:57:46,28.74,Al Ain,3.5,Uber Eats
O04868,C1382,Foodies Hub,Pizza,BBQ Chicken,1,13.7,2025-01-03 12:33:30,86.8,Ajman,3.6,Talabat
O04869,C0361,Quick Meal,Pizza,Margherita,4,19.8,2025-06-11 05:25:34,28.17,Ajman,5.0,Talabat
O04870,C0937,Quick Meal,Indian,Biryani,5,38.73,2025-02-26 07:08:22,84.09,Al Ain,2.9,Talabat
O04871,C0979,Tasty Bites,Indian,Biryani,3,45.14,2025-01-18 21:07:22,29.89,Ajman,4.6,Uber Eats
O04872,C1647,Tasty Bites,Desserts,Brownie,2,38.12,2025-05-29 08:52:04,17.09,Abu Dhabi,4.9,Talabat
O04873,C1589,Gourmet Express,Pizza,Pepperoni,2,29.9,2025-02-10 07:19:59,66.1,Ajman,4.5,Deliveroo
O04874,C1949,Quick Meal,Chinese,Kung Pao Chicken,4,23.82,2025-01-08 05:55:49,59.65,Sharjah,2.6,Deliveroo
O04875,C1452,Foodies Hub,Sushi,California Roll,3,24.84,2025-05-02 19:12:54,74.35,Al Ain,3.6,Deliveroo
O04876,C1587,Quick Meal,Indian,Butter Chicken,1,32.19,2025-01-18 18:45:54,46.48,Dubai,3.0,Zomato
O04877,C1398,Tasty Bites,Desserts,Brownie,1,27.97,2025-04-12 06:51:13,75.62,Al Ain,4.5,Talabat
O04878,C0892,Gourmet Express,Desserts,Chocolate Cake,3,19.35,2025-05-28 04:04:41,71.5,Dubai,4.6,Careem NOW
O04879,C0143,Foodies Hub,Desserts,Chocolate Cake,5,18.19,2025-03-17 20:52:47,42.71,Al Ain,2.7,Talabat
O04880,C1633,Gourmet Express,Desserts,Chocolate Cake,5,36.21,2025-05-13 15:41:17,67.29,Dubai,4.8,Zomato
O04881,C1787,Foodies Hub,Chinese,Chow Mein,1,30.38,2025-05-10 00:50:08,75.23,Ajman,3.2,Zomato
O04882,C0789,Gourmet Express,Chinese,Sweet and Sour,4,12.56,2025-05-26 04:15:18,76.88,Ajman,2.6,Uber Eats
O04883,C1743,Foodies Hub,Sushi,Veg Roll,2,48.97,2025-03-12 20:50:50,78.23,Abu Dhabi,4.8,Uber Eats
O04884,C1501,Tasty Bites,Desserts,Brownie,5,36.51,2025-06-10 20:40:11,17.87,Ajman,4.5,Zomato
O04885,C1723,Flavor Town,Pizza,Margherita,1,21.66,2025-02-11 15:06:05,81.08,Abu Dhabi,4.5,Deliveroo
O04886,C1804,Tasty Bites,Desserts,Chocolate Cake,3,45.89,2025-07-01 07:03:05,50.02,Dubai,4.2,Uber Eats
O04887,C0749,Gourmet Express,Burgers,Chicken Burger,1,20.06,2025-04-30 12:53:07,31.86,Ajman,3.9,Talabat
O04888,C0596,Gourmet Express,Desserts,Ice Cream,4,33.66,2025-02-23 01:18:55,32.26,Ajman,3.6,Careem NOW
O04889,C1329,Foodies Hub,Sushi,Salmon Nigiri,3,43.48,2025-02-17 14:40:39,55.38,Al Ain,4.1,Uber Eats
O04890,C0970,Quick Meal,Pizza,Veggie,3,36.26,2025-01-01 12:58:29,45.65,Sharjah,4.1,Talabat
O04891,C0008,Foodies Hub,Pizza,BBQ Chicken,1,9.34,2025-04-09 11:39:48,84.59,Abu Dhabi,4.0,Uber Eats
O04892,C0992,Gourmet Express,Pizza,BBQ Chicken,4,27.38,2025-04-21 05:43:24,24.18,Al Ain,2.8,Uber Eats
O04893,C0076,Foodies Hub,Desserts,Cheesecake,4,30.91,2025-01-27 05:38:23,35.42,Ajman,4.1,Careem NOW
O04894,C1380,Gourmet Express,Desserts,Chocolate Cake,1,48.63,2025-05-21 22:43:38,76.92,Abu Dhabi,4.1,Uber Eats
O04895,C0543,Foodies Hub,Chinese,Kung Pao Chicken,5,35.95,2025-07-03 15:15:34,43.34,Abu Dhabi,4.9,Uber Eats
O04896,C1009,Foodies Hub,Burgers,Cheese Burger,2,33.06,2025-01-08 20:51:07,15.57,Al Ain,3.5,Uber Eats
O04897,C0546,Flavor Town,Pizza,Margherita,2,12.02,2025-02-07 01:22:36,47.84,Al Ain,3.7,Uber Eats
O04898,C1496,Tasty Bites,Pizza,Pepperoni,5,48.57,2025-04-04 09:07:10,37.64,Ajman,4.6,Zomato
O04899,C1394,Flavor Town,Indian,Butter Chicken,5,49.02,2025-03-06 16:57:18,85.46,Sharjah,2.6,Deliveroo
O04900,C0525,Quick Meal,Pizza,Margherita,4,8.74,2025-04-28 08:33:07,29.01,Al Ain,3.0,Deliveroo
O04901,C1291,Foodies Hub,Desserts,Brownie,4,10.28,2025-04-25 23:45:18,78.32,Sharjah,5.0,Uber Eats
O04902,C1963,Foodies Hub,Pizza,Veggie,2,37.97,2025-06-17 06:14:24,18.83,Al Ain,4.4,Uber Eats
O04903,C0543,Flavor Town,Sushi,Salmon Nigiri,1,47.64,2025-04-27 19:24:51,66.29,Al Ain,3.0,Deliveroo
O04904,C0168,Gourmet Express,Chinese,Sweet and Sour,3,33.73,2025-04-16 01:47:33,54.76,Abu Dhabi,2.5,Careem NOW
O04905,C1184,Foodies Hub,Sushi,Veg Roll,3,20.59,2025-03-10 12:17:37,35.62,Al Ain,2.7,Careem NOW
O04906,C1656,Foodies Hub,Indian,Biryani,4,17.69,2025-01-21 13:59:32,74.24,Abu Dhabi,4.6,Talabat
O04907,C0896,Foodies Hub,Burgers,Veggie Burger,1,27.96,2025-01-07 10:51:38,65.96,Sharjah,2.9,Talabat
O04908,C0660,Flavor Town,Chinese,Kung Pao Chicken,2,46.34,2025-05-18 11:42:47,42.31,Al Ain,2.6,Zomato
O04909,C1498,Quick Meal,Chinese,Sweet and Sour,2,43.86,2025-02-21 21:42:40,32.59,Sharjah,4.8,Talabat
O04910,C1186,Flavor Town,Pizza,Margherita,4,34.54,2025-02-27 07:16:55,69.17,Ajman,3.3,Careem NOW
O04911,C0496,Foodies Hub,Indian,Biryani,3,42.24,2025-06-06 06:52:10,53.93,Ajman,3.5,Talabat
O04912,C0817,Gourmet Express,Chinese,Spring Rolls,3,34.19,2025-04-11 14:54:54,53.48,Ajman,3.9,Zomato
O04913,C0937,Flavor Town,Pizza,Pepperoni,4,34.21,2025-03-27 09:42:47,52.73,Ajman,4.2,Uber Eats
O04914,C0976,Quick Meal,Chinese,Sweet and Sour,4,27.29,2025-01-01 17:20:59,31.59,Abu Dhabi,2.8,Talabat
O04915,C0391,Foodies Hub,Desserts,Chocolate Cake,3,13.76,2025-05-23 21:26:48,23.02,Sharjah,3.2,Zomato
O04916,C0099,Gourmet Express,Indian,Biryani,5,36.53,2025-03-27 17:08:30,27.75,Ajman,3.8,Talabat
O04917,C1594,Gourmet Express,Sushi,California Roll,2,20.5,2025-03-18 21:53:06,34.69,Al Ain,4.0,Zomato
O04918,C0166,Quick Meal,Indian,Dal Makhani,4,19.61,2025-05-06 18:34:51,51.66,Al Ain,3.4,Deliveroo
O04919,C1353,Flavor Town,Chinese,Sweet and Sour,5,16.08,2025-01-13 14:49:43,73.48,Sharjah,3.2,Talabat
O04920,C0413,Tasty Bites,Indian,Dal Makhani,1,39.82,2025-03-24 09:55:32,50.26,Abu Dhabi,3.4,Uber Eats
O04921,C0061,Flavor Town,Pizza,BBQ Chicken,5,42.35,2025-06-20 15:12:54,60.73,Ajman,3.8,Deliveroo
O04922,C1200,Quick Meal,Burgers,Beef Burger,2,31.92,2025-03-07 23:37:54,17.22,Sharjah,3.3,Talabat
O04923,C1382,Foodies Hub,Burgers,Cheese Burger,3,37.16,2025-04-20 03:21:02,61.82,Abu Dhabi,2.8,Talabat
O04924,C1046,Gourmet Express,Chinese,Kung Pao Chicken,1,34.33,2025-04-01 07:36:06,39.5,Al Ain,3.3,Talabat
O04925,C1702,Gourmet Express,Pizza,Margherita,1,46.47,2025-05-02 12:18:04,54.41,Ajman,2.6,Uber Eats
O04926,C0192,Gourmet Express,Indian,Biryani,3,33.31,2025-06-14 14:25:53,88.9,Abu Dhabi,4.3,Zomato
O04927,C0550,Tasty Bites,Chinese,Spring Rolls,4,47.21,2025-04-08 15:55:19,44.87,Ajman,4.0,Zomato
O04928,C0981,Quick Meal,Pizza,Veggie,1,17.59,2025-03-10 03:45:19,60.86,Al Ain,2.9,Uber Eats
O04929,C1239,Foodies Hub,Pizza,Veggie,5,6.86,2025-04-01 00:10:35,46.35,Sharjah,4.1,Zomato
O04930,C1904,Tasty Bites,Desserts,Chocolate Cake,4,8.0,2025-02-23 02:30:38,67.97,Sharjah,4.2,Zomato
O04931,C1304,Flavor Town,Desserts,Brownie,1,17.22,2025-03-09 00:56:28,71.8,Sharjah,2.6,Uber Eats
O04932,C1129,Tasty Bites,Indian,Paneer Tikka,4,49.9,2025-03-17 03:18:06,74.43,Sharjah,4.5,Deliveroo
O04933,C1724,Flavor Town,Sushi,Spicy Tuna,4,9.83,2025-04-19 03:58:22,40.98,Al Ain,3.8,Deliveroo
O04934,C1226,Tasty Bites,Indian,Paneer Tikka,1,27.57,2025-04-11 07:37:17,79.11,Abu Dhabi,4.7,Uber Eats
O04935,C0977,Flavor Town,Pizza,BBQ Chicken,5,15.34,2025-05-14 02:23:39,43.47,Al Ain,2.6,Deliveroo
O04936,C0605,Gourmet Express,Desserts,Chocolate Cake,5,5.97,2025-06-09 05:12:15,89.26,Sharjah,3.2,Careem NOW
O04937,C1527,Flavor Town,Burgers,Cheese Burger,1,41.05,2025-04-28 09:54:48,26.83,Ajman,4.2,Careem NOW
O04938,C1119,Gourmet Express,Sushi,Veg Roll,3,31.17,2025-02-06 01:42:53,59.12,Abu Dhabi,4.3,Careem NOW
O04939,C0328,Gourmet Express,Sushi,Veg Roll,2,15.67,2025-06-29 04:23:28,53.75,Ajman,3.9,Deliveroo
O04940,C0263,Flavor Town,Burgers,Veggie Burger,2,28.67,2025-07-04 13:25:24,32.6,Al Ain,3.0,Uber Eats
O04941,C1776,Foodies Hub,Desserts,Ice Cream,1,24.01,2025-06-15 00:35:54,16.85,Ajman,4.3,Uber Eats
O04942,C0765,Foodies Hub,Burgers,Beef Burger,5,45.42,2025-05-15 12:28:23,69.5,Ajman,4.2,Zomato
O04943,C1128,Gourmet Express,Burgers,Cheese Burger,1,8.92,2025-03-24 01:39:51,37.01,Ajman,4.2,Careem NOW
O04944,C0042,Gourmet Express,Burgers,Veggie Burger,1,36.55,2025-03-18 05:09:57,26.12,Al Ain,4.0,Uber Eats
O04945,C1813,Quick Meal,Pizza,Pepperoni,3,26.55,2025-06-04 21:11:49,19.13,Sharjah,4.3,Zomato
O04946,C1679,Flavor Town,Indian,Dal Makhani,2,11.61,2025-03-20 11:29:16,55.82,Ajman,3.7,Talabat
O04947,C0078,Tasty Bites,Chinese,Chow Mein,2,49.42,2025-05-21 07:40:45,58.33,Abu Dhabi,2.8,Deliveroo
O04948,C0026,Tasty Bites,Desserts,Ice Cream,3,35.27,2025-03-27 21:15:46,76.16,Sharjah,4.1,Deliveroo
O04949,C1959,Quick Meal,Burgers,Beef Burger,2,14.02,2025-03-14 12:59:47,89.83,Sharjah,3.6,Talabat
O04950,C1680,Tasty Bites,Pizza,Veggie,1,25.68,2025-03-24 09:06:34,48.98,Abu Dhabi,4.2,Careem NOW
O04951,C0394,Foodies Hub,Desserts,Ice Cream,5,43.12,2025-02-21 03:47:41,37.44,Al Ain,4.3,Careem NOW
O04952,C1225,Tasty Bites,Desserts,Cheesecake,5,32.19,2025-03-20 11:05:37,31.23,Al Ain,4.9,Uber Eats
O04953,C1211,Quick Meal,Indian,Dal Makhani,1,25.05,2025-04-12 15:23:17,33.24,Ajman,4.6,Uber Eats
O04954,C0317,Tasty Bites,Chinese,Kung Pao Chicken,2,31.34,2025-03-19 18:50:35,48.51,Al Ain,4.6,Careem NOW
O04955,C1327,Flavor Town,Burgers,Cheese Burger,2,43.56,2025-02-12 17:21:24,45.07,Sharjah,3.3,Uber Eats
O04956,C0909,Gourmet Express,Pizza,Margherita,2,47.18,2025-04-14 02:00:57,67.34,Al Ain,4.3,Deliveroo
O04957,C0388,Quick Meal,Pizza,Pepperoni,4,48.61,2025-05-23 10:06:17,58.58,Al Ain,4.7,Careem NOW
O04958,C0170,Foodies Hub,Chinese,Kung Pao Chicken,4,31.49,2025-02-14 18:59:14,24.56,Sharjah,3.8,Deliveroo
O04959,C1453,Gourmet Express,Burgers,Chicken Burger,5,48.81,2025-06-30 16:39:02,71.1,Dubai,2.6,Talabat
O04960,C0729,Foodies Hub,Desserts,Ice Cream,3,12.36,2025-02-09 15:37:31,66.21,Sharjah,3.7,Uber Eats
O04961,C1189,Foodies Hub,Chinese,Kung Pao Chicken,4,39.42,2025-02-18 09:49:52,77.14,Abu Dhabi,4.5,Careem NOW
O04962,C0743,Foodies Hub,Desserts,Chocolate Cake,4,9.67,2025-06-06 03:38:42,29.52,Al Ain,3.7,Uber Eats
O04963,C1487,Foodies Hub,Sushi,Spicy Tuna,4,33.88,2025-01-24 01:47:15,73.31,Al Ain,4.4,Deliveroo
O04964,C0978,Gourmet Express,Chinese,Kung Pao Chicken,4,40.81,2025-03-31 06:05:24,31.64,Sharjah,4.5,Uber Eats
O04965,C0453,Tasty Bites,Burgers,Beef Burger,2,42.86,2025-05-20 20:17:19,22.68,Dubai,3.3,Deliveroo
O04966,C1475,Quick Meal,Burgers,Beef Burger,2,21.35,2025-01-17 17:50:57,82.7,Ajman,2.8,Deliveroo
